record_type,field,value,source_url,evidence_type,confidence,source_snippet,notes,retrieved_at
brand_profile,competitors,"[{""name"":""NIH Office of Dietary Supplements (ODS)"",""reason"":""Suggested competitor — ZYNAVA cites NIH ODS as an authoritative public source for supplement information; ODS is a direct alternative for evidence-based learning (though not a price-comparison/search engine)."",""website"":""https://ods.od.nih.gov/""},{""name"":""PubMed"",""reason"":""Suggested competitor — ZYNAVA references PubMed as a source for research; PubMed is a common destination for supplement research and ingredient understanding (not a retailer price-comparison tool)."",""website"":""https://pubmed.ncbi.nlm.nih.gov/""},{""name"":""NCCIH (National Center for Complementary and Integrative Health)"",""reason"":""Suggested competitor — ZYNAVA lists NCCIH among evidence-based resources; NCCIH is a common alternative for educational guidance on supplements and wellness topics (not a price-comparison engine)."",""website"":""https://www.nccih.nih.gov/""}]",https://zynava.com,inferred,low,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
brand_profile,seo.metadataCompleteness,strong,https://zynava.com,inferred,medium,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
brand_profile,seo.pageSpeedNote,Heuristic only (not Lighthouse): homepage HTML ~78KB with 11 images.,https://zynava.com,inferred,low,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
brand_profile,seo.technicalObservations,"[""6 images missing alt text.""]",https://zynava.com,inferred,low,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
brand_profile,seo.contentOpportunities,"[""Magnesium glycinate"",""Vitamin D3"",""Magnesium"",""Vitamin C"",""Vitamin D"",""Vitamin B12""]",https://zynava.com,recommended,medium,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
brand_profile,derivedFieldNames,[],https://zynava.com,observed,high,,Draft materialized by analyzeWebsite,2026-07-28T21:50:22.636Z
evidence,businessName,AI-Powered Supplement Search Engine,https://zynava.com,observed,high,AI-Powered Supplement Search Engine,"{""id"":""e200d6e8-46a5-4ac3-a12d-6fb09a2019a0"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,description,"Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Educational only; not medical advice.",https://zynava.com,observed,high,"Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving wh…","{""id"":""99e47d83-2f67-40e4-9dad-31324c52687c"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,logoUrl,https://zynava.com/assets/images/Home%20Page/zynavafavicon.png,https://zynava.com,observed,high,https://zynava.com/assets/images/Home%20Page/zynavafavicon.png,"{""id"":""5b6f36cb-e6db-43b3-9e14-7595d04299f8"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactEmail,business@zynava.com,https://zynava.com,observed,high,business@zynava.com,"{""id"":""cc1c2966-a90a-4cec-a1b2-f5a012086b62"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactEmail,support@zynava.com,https://zynava.com,observed,high,support@zynava.com,"{""id"":""f7754156-b6c8-49f4-bcc3-30f38bda8702"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactPhone,5615831280,https://zynava.com,observed,medium,5615831280,"{""id"":""53ec7877-2970-4e9c-90bc-5f81b2744481"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactPhone,(561) 583-1280,https://zynava.com,observed,medium,(561) 583-1280,"{""id"":""916c9c81-f500-44d2-a1cf-7c14d54253da"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactPhone,89286489,https://zynava.com,observed,medium,89286489,"{""id"":""4da0a400-d179-4dc1-baff-a4b67766a560"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactPhone,7349-3644461,https://zynava.com,observed,medium,7349-3644461,"{""id"":""79c9eaef-7ded-4f53-924b-2cd266584607"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,contactPhone,23853635,https://zynava.com,observed,medium,23853635,"{""id"":""9ea35ef9-3555-4a03-964c-3a97b3e7c93a"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,legalName,DR.B WELLNESS & CARE LLC,https://zynava.com,observed,high,DR.B WELLNESS & CARE LLC,"{""id"":""98467f00-e150-4cde-8eb6-abbd291eec64"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,founder,Dr. B,https://zynava.com,observed,high,Dr. B,"{""id"":""55e1a20f-00b5-432a-85a3-7ec4e60bf670"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,foundingDate,2025,https://zynava.com,observed,high,2025,"{""id"":""a5370c17-8c27-44fa-b77d-91416f49f0cd"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,organizationDescription,"AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Free — no sign-up required. Not medical advice.",https://zynava.com,observed,high,"AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows th…","{""id"":""ce8db5f0-81be-451d-bbfb-b0c9ab59e020"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,United States,https://zynava.com,observed,high,United States,"{""id"":""def1c595-439e-48c2-8ec6-637068624185"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,businessAddress,"15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US",https://zynava.com,observed,high,"15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US","{""id"":""8993a9c6-de9b-4271-9a93-729337073fd5"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,knowsAbout,AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplement education,https://zynava.com,observed,high,AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplem…,"{""id"":""22ef46ba-46ac-4a43-9423-43c1b80abd26"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,productsServices,Vitamins Vitamin D The Sunshine Vitamin Vitamin C The Immune & Antioxidant Vitamin Vitamin B12 The Blood & Nerve Vitamin Vitamin B6 The Metabolism Vitamin Vitamin A The Vision & Immune Vitamin Vitamin E The Antioxidant Vitamin Vitamin K The Coagulation Vitamin Vitamin B1 The Energy Vitamin Vitam…,https://zynava.com/supplements/catalog,observed,high,Vitamins Vitamin D The Sunshine Vitamin Vitamin C The Immune & Antioxidant Vitamin Vitamin B12 The Blood & Nerve Vitamin Vitamin B6 The Metabolism Vitamin Vitamin A The Vision & Immune Vita…,"{""id"":""042434bc-a201-4261-9e34-2b717a16376c"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Magnesium glycinate,https://zynava.com,observed,high,Magnesium glycinate,"{""id"":""3f2b79c8-ed7d-47e7-b418-13375761d2d1"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Vitamin D3,https://zynava.com,observed,high,Vitamin D3,"{""id"":""35a73944-3331-4a31-ad39-c08e97ee6283"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Magnesium,https://zynava.com/supplements/catalog,observed,high,Magnesium,"{""id"":""4ea52d45-fa3e-4925-94c7-22797b66aefd"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Vitamin C,https://zynava.com/supplements/catalog,observed,high,Vitamin C,"{""id"":""66f70a51-e5a7-4395-8cf8-1c256ec24c2e"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Vitamin D,https://zynava.com/supplements/catalog,observed,high,Vitamin D,"{""id"":""19bb8232-a044-4004-836b-1022b33c0a35"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Vitamin B12,https://zynava.com/supplements/catalog,observed,high,Vitamin B12,"{""id"":""bb50bf03-5b55-4a8a-8cc7-a22b2042388d"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Zinc,https://zynava.com/supplements/catalog,observed,high,Zinc,"{""id"":""391c3ea9-63fd-4128-b836-a9c402e8af23"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Omega-3,https://zynava.com/tools/ingredient-explorer,observed,high,Omega-3,"{""id"":""bbd60110-0792-482d-a10b-0c44242f4e25"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Calcium,https://zynava.com/supplements/catalog,observed,high,Calcium,"{""id"":""16478b64-b9d9-4505-a919-91017f61cdfe"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,indexedProduct,Creatine,https://zynava.com/tools/ingredient-explorer,observed,high,Creatine,"{""id"":""52c96549-8cb9-4df4-86d7-9040272e6e4e"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,positioning,"About ZYNAVA Why ZYNAVA Exists The supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA exists to solve this problem by giving you simple tools to explore supplement options, build a supplement plan…",https://zynava.com/about,observed,high,"About ZYNAVA Why ZYNAVA Exists The supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA exists to …","{""id"":""595b7868-a229-447c-a468-404eeae06e16"",""sourcePageType"":""about"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and prices from multiple retailers. You can also build a personalized supplement plan and ask supplement questions with our AI advisor for non-medical, educational guidance. We do not sell supplements — we route you to third-party retailers.",https://zynava.com/faq,observed,high,"Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and …","{""id"":""7e988f66-1423-4fc4-acdd-4cd6bb81eb9d"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, you are routed to third-party retailers where you can review it and make your own purchasing decisions.",https://zynava.com/faq,observed,high,"Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, …","{""id"":""9762f496-afd4-47a3-802c-56f8e84fcadb"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your responses, we help you find supplements that may align with what you're looking for. You can also search for any supplement by name, explore options across retailers, or open the advisor chat for ingredient and goal questions. The process is free, requires no account,",https://zynava.com/faq,observed,high,"Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your resp…","{""id"":""9158ad97-a591-47ea-a504-9eb2f12e1459"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We do not replace conversations with qualified healthcare professionals. Before using any supplement, especially if you have health conditions, take medications, or are pregnant or breastfeeding, please consult with a healthcare provider.",https://zynava.com/faq,observed,high,"Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We d…","{""id"":""82ccb285-3d55-4806-965a-d5f0d7583e38"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our guidance platform.,https://zynava.com/faq,observed,high,Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our gui…,"{""id"":""1d036a77-6225-4e4e-8068-10c4ef00be77"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools or results — there are no sponsored placements, no paid rankings, and no brand partnerships that affect what you see. We are transparent about our affiliate relationships and prioritize accuracy over sales.",https://zynava.com/faq,observed,high,Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools …,"{""id"":""7cae3c48-f3e9-47e1-928d-17398647e66b"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on available information about ingredients and supplement types, but we cannot promise that any product will produce specific results for any individual.",https://zynava.com/faq,observed,high,Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on av…,"{""id"":""019c29b7-ce0a-47ef-a796-12c00a0edc32"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,faq,"Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), Pub Med research, NCCIH, and other evidence-based resources. We summarize and paraphrase information - we do not copy content verbatim. All content is reviewed for accuracy and compliance.",https://zynava.com/faq,observed,high,"Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), Pub Med research, N…","{""id"":""2e826eef-e611-4b6c-94f3-079174ed97a4"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,educationalTopics,"Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredients Matter · Your Experience Matters · Trust & Transparency",https://zynava.com,observed,high,"Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredie…","{""id"":""94af864a-3cd6-412a-ad3a-c0db196d0346"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteTestimonial,Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?,https://zynava.com,observed,medium,Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?,"{""id"":""d7b39c0c-70bb-47b3-b979-9533ec7c4459"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteTestimonial,"We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.",https://zynava.com,observed,medium,"We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.","{""id"":""bffa7d9c-6ef4-4139-9fea-eb0ce4f37a49"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteCta,Start Saving,https://zynava.com,observed,medium,Start Saving,"{""id"":""ecc5e2c9-a279-4461-9d15-0192cd87134a"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteCta,Explore Options→,https://zynava.com,observed,medium,Explore Options→,"{""id"":""59133a28-d74c-45dc-b394-46aa1adaa9c9"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteCta,Explore tools →,https://zynava.com,observed,medium,Explore tools →,"{""id"":""af28c3c3-7a77-47bd-abc0-03b74e672256"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteCta,Explore ingredients →,https://zynava.com,observed,medium,Explore ingredients →,"{""id"":""df9dfbd0-a2ce-4f35-aa41-c48a29b019f1"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,websiteCta,Get Started→,https://zynava.com,observed,medium,Get Started→,"{""id"":""7b89956c-6913-4823-a91e-953fec572f2a"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,social.facebook,https://www.facebook.com/zynava,https://www.facebook.com/zynava,observed,high,https://www.facebook.com/zynava,"{""id"":""411643cd-81ed-418a-8a9e-a9d1f697f359"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,social.linkedin,https://www.linkedin.com/company/zynava,https://www.linkedin.com/company/zynava,observed,high,https://www.linkedin.com/company/zynava,"{""id"":""64728f38-62b7-4c1d-848e-3c358dfe654b"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,social.youtube,https://www.youtube.com/@zynava,https://www.youtube.com/@zynava,observed,high,https://www.youtube.com/@zynava,"{""id"":""41783838-3aa8-486c-a15d-756aea2c3796"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,ownedTopics,"Supplement Guides & Education Free, evidence-based guides to help you understand supplement quality, safety, and research. Written by the ZYNAVA Editorial Team and reviewed by our advisory board. Foundational Guides Understanding FDA Suppleme…",https://zynava.com/learn,observed,medium,"Supplement Guides & Education Free, evidence-based guides to help you understand supplement quality, safety, and research. Written by the ZYNAVA Editorial Team and reviewed by our …","{""id"":""561f2aa1-1b66-4351-b9b7-7f2a4248eaea"",""sourcePageType"":""blog"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/contact,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""82f110af-0d3a-45e1-b6c5-84fc0fa97ef2"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""11177c84-4cae-4058-a770-071d8467d244"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/about,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""f5168f3e-f519-4ab8-a84f-9f9b02cc618f"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/tools/ingredient-explorer,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""1870dc6f-8c1d-44aa-9468-5d877451df86"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/supplements/catalog,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""d60b597d-1927-4eb9-a59b-16219fee9b8d"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/supplements/catalog/minerals/calcium,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""95b39f7a-1a7c-49c9-a25e-032e3657742c"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/supplements/catalog/minerals/magnesium,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""345e2286-2458-4448-a7dd-62f3ad54a5bb"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
evidence,serviceArea,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US",https://zynava.com/how-it-works,observed,high,"15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""6b823d29-a39e-4d46-a5ba-3a0086649bcf"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}",2026-07-28T21:50:22.636Z
signal,title,AI-Powered Supplement Search Engine,https://zynava.com,observed,high,AI-Powered Supplement Search Engine,crawl signal,2026-07-28T21:50:22.636Z
signal,meta_description,"Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Educational only; not medical advice.",https://zynava.com,observed,high,"Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers …",crawl signal,2026-07-28T21:50:22.636Z
